Date,High,Low,Open,Close,Volume,Adj Close
2017-02-06,6.360000133514404,6.269999980926514,6.300000190734863,6.300000190734863,271000.0,6.300000190734863
2017-02-07,6.929999828338623,6.300000190734863,6.309999942779541,6.929999828338623,1120000.0,6.929999828338623
2017-02-08,7.619999885559082,6.940000057220459,6.940000057220459,7.300000190734863,2380000.0,7.300000190734863
2017-02-09,7.25,7.03000020980835,7.159999847412109,7.059999942779541,745000.0,7.059999942779541
2017-02-10,7.199999809265137,7.03000020980835,7.03000020980835,7.150000095367432,251000.0,7.150000095367432
2017-02-13,7.119999885559082,6.849999904632568,7.119999885559082,6.940000057220459,245000.0,6.940000057220459
2017-02-14,6.96999979019165,6.699999809265137,6.96999979019165,6.78000020980835,219000.0,6.78000020980835
2017-02-15,6.78000020980835,6.699999809265137,6.78000020980835,6.730000019073486,291000.0,6.730000019073486
2017-02-16,6.730000019073486,6.519999980926514,6.730000019073486,6.519999980926514,284000.0,6.519999980926514
2017-02-17,7.150000095367432,6.489999771118164,6.5,6.920000076293945,645000.0,6.920000076293945
2017-02-20,7.059999942779541,6.820000171661377,7.0,6.829999923706055,121000.0,6.829999923706055
2017-02-21,6.909999847412109,6.619999885559082,6.909999847412109,6.710000038146973,184000.0,6.710000038146973
2017-02-22,6.900000095367432,6.699999809265137,6.699999809265137,6.78000020980835,102000.0,6.78000020980835
2017-02-23,7.090000152587891,6.730000019073486,6.730000019073486,6.940000057220459,433000.0,6.940000057220459
2017-02-24,7.199999809265137,6.840000152587891,6.940000057220459,7.199999809265137,506000.0,7.199999809265137
2017-03-01,7.550000190734863,7.150000095367432,7.159999847412109,7.199999809265137,780000.0,7.199999809265137
2017-03-02,7.25,7.090000152587891,7.199999809265137,7.190000057220459,244000.0,7.190000057220459
2017-03-03,7.309999942779541,7.139999866485596,7.179999828338623,7.139999866485596,204000.0,7.139999866485596
2017-03-06,7.139999866485596,7.03000020980835,7.139999866485596,7.139999866485596,76000.0,7.139999866485596
2017-03-07,7.130000114440918,7.0,7.130000114440918,7.019999980926514,138000.0,7.019999980926514
2017-03-08,7.170000076293945,6.980000019073486,7.090000152587891,7.0,168000.0,7.0
2017-03-09,6.989999771118164,6.800000190734863,6.989999771118164,6.869999885559082,109000.0,6.869999885559082
2017-03-10,6.869999885559082,6.679999828338623,6.869999885559082,6.800000190734863,131000.0,6.800000190734863
2017-03-13,6.880000114440918,6.730000019073486,6.869999885559082,6.769999980926514,54000.0,6.769999980926514
2017-03-14,6.900000095367432,6.730000019073486,6.849999904632568,6.860000133514404,55000.0,6.860000133514404
2017-03-15,6.980000019073486,6.75,6.980000019073486,6.800000190734863,53000.0,6.800000190734863
2017-03-16,6.880000114440918,6.699999809265137,6.880000114440918,6.78000020980835,193000.0,6.78000020980835
2017-03-17,7.019999980926514,6.710000038146973,6.809999942779541,6.789999961853027,175000.0,6.789999961853027
2017-03-20,6.809999942779541,6.699999809265137,6.699999809265137,6.769999980926514,79000.0,6.769999980926514
2017-03-21,6.989999771118164,6.679999828338623,6.71999979019165,6.880000114440918,95000.0,6.880000114440918
2017-03-22,6.829999923706055,6.730000019073486,6.829999923706055,6.75,49000.0,6.75
2017-03-23,6.840000152587891,6.679999828338623,6.679999828338623,6.820000171661377,81000.0,6.820000171661377
2017-03-24,6.96999979019165,6.760000228881836,6.760000228881836,6.949999809265137,157000.0,6.949999809265137
2017-03-27,6.949999809265137,6.829999923706055,6.949999809265137,6.860000133514404,126000.0,6.860000133514404
2017-03-28,6.900000095367432,6.75,6.900000095367432,6.75,55000.0,6.75
2017-03-29,6.789999961853027,6.699999809265137,6.78000020980835,6.710000038146973,52000.0,6.710000038146973
2017-03-30,6.760000228881836,6.5,6.679999828338623,6.75,85000.0,6.75
2017-03-31,6.940000057220459,6.659999847412109,6.659999847412109,6.880000114440918,105000.0,6.880000114440918
